city,lat,lng,country,iso2,admin,capital,population,population_proper
Wancheng,18.804542,110.395123,China,CN,Hainan,minor,,
Xiayang,31.149673,121.115881,China,CN,Shanghai,minor,,
Luocheng,22.769527,111.568818,China,CN,Guangdong,minor,,
Sujiaying,25.631582,102.58469,China,CN,Yunnan,minor,,
Guwei,34.71034,110.657096,China,CN,Shanxi,minor,,
Xinxing,39.866939,124.123036,China,CN,Liaoning,minor,,
Xinhu,37.446423,116.297269,China,CN,Shandong,minor,,
Menglang,22.56214,99.910289,China,CN,Yunnan,minor,,
Menglie,22.559671,101.867904,China,CN,Yunnan,minor,,
Dongcheng,21.882001,112.010223,China,CN,Guangdong,minor,,
Guixi,28.288572,117.213291,China,CN,Jiangxi,minor,,
Xinning,31.085147,107.865085,China,CN,Sichuan,minor,,
Gaojiacun,25.25861,104.063378,China,CN,Yunnan,minor,,
Xiangcheng,25.466872,100.562485,China,CN,Yunnan,minor,,
Langchi,31.079517,106.56514,China,CN,Sichuan,minor,,
Tengzhou,23.388056,110.891161,China,CN,Guangxi,minor,,
Zhongyuanlu,35.768469,115.061326,China,CN,Henan,minor,,
Napo Chengxiangzhen,23.479439,105.791568,China,CN,Guangxi,minor,,
Fengxian,34.703882,116.587167,China,CN,Jiangsu,minor,,
Basuo,19.093899,108.65456,China,CN,Hainan,minor,,
Yanghe,38.278518,106.247758,China,CN,Ningxia,minor,,
Xincheng,34.263213,108.949536,China,CN,Shaanxi,minor,,
Beilin,34.228458,108.915657,China,CN,Shaanxi,minor,,
Huarong,30.533333,114.733333,China,CN,Hubei,minor,,
Rongcheng,30.642813,117.835151,China,CN,Anhui,minor,,
Rongcheng,29.845047,112.951441,China,CN,Hubei,minor,,
Jieyang,23.528858,116.364159,China,CN,Guangdong,minor,,
Rongcheng,22.858416,110.546432,China,CN,Guangxi,minor,,
Dongtundu,28.183708,113.032095,China,CN,Hunan,minor,,
Guitang,28.139961,113.042463,China,CN,Hunan,minor,,
Furong Beilu,28.237065,112.980762,China,CN,Hunan,minor,,
Baofeng Chengguanzhen,33.870278,113.065278,China,CN,Henan,minor,,
Laojiezi,26.148702,102.559199,China,CN,Yunnan,minor,,
Xin’anjiang,29.474781,119.271476,China,CN,Zhejiang,minor,,
Baiyashi,26.38883,111.262131,China,CN,Hunan,minor,,
Qiangezhai,36.963697,115.378228,China,CN,Hebei,minor,,
Yezhou,30.603693,109.723334,China,CN,Hubei,minor,,
Chaotian,32.644625,105.885014,China,CN,Sichuan,minor,,
Xinshui,36.478388,110.755224,China,CN,Shanxi,minor,,
Yingshouyingzi,40.551466,117.661554,China,CN,Hebei,minor,,
Pingxiang,35.207905,105.250584,China,CN,Gansu,minor,,
Xigang,38.552581,106.348049,China,CN,Ningxia,minor,,
Wenxing,28.666667,112.883333,China,CN,Hunan,minor,,
Zhongmu Chengguanzhen,34.711454,113.965588,China,CN,Henan,minor,,
Taohuajiang,28.523611,112.125278,China,CN,Hunan,minor,,
Panlong,32.802222,114.019167,China,CN,Henan,minor,,
Nanzheng Chengguanzhen,33.004521,106.934663,China,CN,Shaanxi,minor,,
Douhudi,30.060556,112.224167,China,CN,Hubei,minor,,
Huafeng,25.001667,117.5275,China,CN,Fujian,minor,,
Juanshui,29.303065,113.886762,China,CN,Hubei,minor,,
Juancheng,35.561575,115.501338,China,CN,Shandong,minor,,
Daming,36.286078,115.143559,China,CN,Hebei,minor,,
Chaicun,37.932778,112.476389,China,CN,Shanxi,minor,,
Sahuteng,32.894211,95.280878,China,CN,Qinghai,minor,,
Debao Chengguanzhen,23.384709,106.573518,China,CN,Guangxi,minor,,
Rongjiang,25.66247,114.750337,China,CN,Jiangxi,minor,,
Wu’an,24.603873,117.745389,China,CN,Fujian,minor,,
Languan,34.157537,109.314152,China,CN,Shaanxi,minor,,
Taoyang,35.401349,103.853254,China,CN,Gansu,minor,,
Shanwei,22.781986,115.347498,China,CN,Guangdong,minor,,
Qinhe,36.501389,112.324722,China,CN,Shanxi,minor,,
Duchang,29.265999,116.18631,China,CN,Jiangxi,minor,,
Mainling,29.217675,94.213254,China,CN,Tibet,minor,,
Haiyang,29.786116,118.176976,China,CN,Anhui,minor,,
Xinshi,31.047043,113.14098,China,CN,Hubei,minor,,
Shucheng Chengguanzhen,31.47448,116.952065,China,CN,Anhui,minor,,
Wujiaqu,44.169631,87.534973,China,CN,Xinjiang,minor,,
Wujiashan,30.617023,114.131659,China,CN,Hubei,minor,,
Qüxü,29.356375,90.732288,China,CN,Tibet,minor,,
Xinrong,40.2579,113.136,China,CN,Shanxi,minor,,
Xinshan,25.137316,115.387199,China,CN,Jiangxi,minor,,
Liujiaxia,35.934004,103.318308,China,CN,Gansu,minor,,
Chongyang,33.259219,114.242043,China,CN,Henan,minor,,
Liulin,37.453327,110.901887,China,CN,Shanxi,minor,,
Xibeijie,39.737853,98.518274,China,CN,Gansu,minor,,
Fan Xian Chengguanzhen,35.858135,115.500555,China,CN,Henan,minor,,
Meilin,25.873085,115.010801,China,CN,Jiangxi,minor,,
Xiying,36.448793,115.294449,China,CN,Hebei,minor,,
Bukui,47.355028,123.951719,China,CN,Heilongjiang,minor,,
Min’an,29.4595,109.437,China,CN,Hunan,minor,,
Niya,37.065528,82.689328,China,CN,Xinjiang,minor,,
Yingshang Chengguanzhen,32.629453,116.270135,China,CN,Anhui,minor,,
Yanjiang,30.121083,104.648106,China,CN,Sichuan,minor,,
Tangdong,26.001877,113.253793,China,CN,Hunan,minor,,
Puting,29.331291,115.757465,China,CN,Jiangxi,minor,,
Zhongshu,25.027296,103.662975,China,CN,Yunnan,minor,,
Zhongshu,24.516667,103.766667,China,CN,Yunnan,minor,,
Beishan,45.816205,130.928327,China,CN,Heilongjiang,minor,,
Luzhang,25.973091,98.82345,China,CN,Yunnan,minor,,
Chengxiang,23.160962,108.277587,China,CN,Guangxi,minor,,
Dongluqiao,36.681493,115.340852,China,CN,Hebei,minor,,
Lechang,35.642013,111.467224,China,CN,Shanxi,minor,,
Beidaihe,39.861373,119.417724,China,CN,Hebei,minor,,
Baishan,23.713525,108.170927,China,CN,Guangxi,minor,,
Dêngqên,31.411529,95.584178,China,CN,Tibet,minor,,
Jianshelu,34.7534,113.606,China,CN,Henan,minor,,
Zhongzhou,30.29402,108.032963,China,CN,Chongqing,minor,,
Lufu,24.760204,103.266471,China,CN,Yunnan,minor,,
Luring,32.266667,84.2,China,CN,Tibet,minor,,
Lianfeng,25.704412,116.721623,China,CN,Fujian,minor,,
Xinshancun,29.485998,106.478605,China,CN,Chongqing,minor,,
Duolun,42.187121,116.489094,China,CN,Inner Mongolia,minor,,
Yongle,33.264647,104.232782,China,CN,Sichuan,minor,,
Lushi Chengguanzhen,34.048611,111.032778,China,CN,Henan,minor,,
Lushar,36.484163,101.563279,China,CN,Qinghai,minor,,
Luyang,33.735638,112.905085,China,CN,Henan,minor,,
Tongbai Chengguanzhen,32.364167,113.396389,China,CN,Henan,minor,,
Tuquan,45.403035,121.604625,China,CN,Inner Mongolia,minor,,
Huangshan,26.826337,100.219063,China,CN,Yunnan,minor,,
Kaifeng Chengguanzhen,34.757708,114.437268,China,CN,Henan,minor,,
Kaihua,23.368701,104.279996,China,CN,Yunnan,minor,,
Zhaozhen,30.8563,104.436056,China,CN,Sichuan,minor,,
Bobai,22.270847,109.974329,China,CN,Guangxi,minor,,
Xindu,33.339871,120.14594,China,CN,Jiangsu,minor,,
Zaindainxoi,31.85,93.666667,China,CN,Tibet,minor,,
Zagunao,31.446181,103.176617,China,CN,Sichuan,minor,,
Liyuan,29.395368,110.155913,China,CN,Hunan,minor,,
Naji,48.122166,123.459042,China,CN,Inner Mongolia,minor,,
Yangying,35.818048,115.948072,China,CN,Shandong,minor,,
Geji,32.395446,81.139718,China,CN,Tibet,minor,,
Nansan,23.795745,98.803972,China,CN,Yunnan,minor,,
Zhong’an,25.666667,104.233333,China,CN,Yunnan,minor,,
Chengzhen,40.479722,115.267778,China,CN,Hebei,minor,,
Huarong Chengguanzhen,29.51889,112.548368,China,CN,Hunan,minor,,
Goujie,25.742352,102.800833,China,CN,Yunnan,minor,,
Donghegumiao,36.978642,115.108965,China,CN,Hebei,minor,,
Gufeng,26.908333,118.981944,China,CN,Fujian,minor,,
Zhengdonglu,32.192783,119.4705,China,CN,Jiangsu,minor,,
Guyang,32.135376,119.442088,China,CN,Jiangsu,minor,,
Dongsheng,30.573829,103.921269,China,CN,Sichuan,minor,,
Honggang,46.401239,124.883221,China,CN,Heilongjiang,minor,,
Shuigou,26.938092,103.039558,China,CN,Yunnan,minor,,
Tongyang,29.670543,114.596943,China,CN,Hubei,minor,,
Tongxu Chengguanzhen,34.477222,114.458333,China,CN,Henan,minor,,
Nanjin,29.984968,106.265291,China,CN,Chongqing,minor,,
Lishan,31.857636,113.29505,China,CN,Hubei,minor,,
Qingyang,24.819778,118.574145,China,CN,Fujian,minor,,
Baohe,27.195816,99.324833,China,CN,Yunnan,minor,,
Jinjiang,19.728782,110.008512,China,CN,Hainan,minor,,
Biru,31.483192,93.677411,China,CN,Tibet,minor,,
Cuntan,29.602476,106.57055,China,CN,Chongqing,minor,,
Zhangguizhuang,39.090201,117.30719,China,CN,Tianjin,minor,,
Changbai,41.416728,128.190534,China,CN,Jilin,minor,,
Gulou,36.44414,115.964177,China,CN,Shandong,minor,,
Dongcheng,29.152015,107.10335,China,CN,Chongqing,minor,,
Nanxi,28.842087,104.979577,China,CN,Sichuan,minor,,
Dangchengwan,39.50011,95.040814,China,CN,Gansu,minor,,
Junlian,28.171057,104.511616,China,CN,Sichuan,minor,,
Sanmao,32.239306,119.815365,China,CN,Jiangsu,minor,,
Sicheng,24.405405,106.581537,China,CN,Guangxi,minor,,
Meilu,21.43412,110.775546,China,CN,Guangdong,minor,,
Liulin,34.589722,103.504167,China,CN,Gansu,minor,,
Jomda,31.496199,98.211714,China,CN,Tibet,minor,,
Pujiawan,26.185483,102.291488,China,CN,Yunnan,minor,,
Anren Chengguanzhen,26.714129,113.267258,China,CN,Hunan,minor,,
Daokou,35.563889,114.505833,China,CN,Henan,minor,,
Daojiang,25.496028,111.551463,China,CN,Hunan,minor,,
Konggar,29.293888,90.987084,China,CN,Tibet,minor,,
Liangshan,30.674092,107.793798,China,CN,Chongqing,minor,,
Haishiwan,36.346276,102.857988,China,CN,Gansu,minor,,
Binhe,32.688333,112.8275,China,CN,Henan,minor,,
Qamqênxoi,29.266667,89.9,China,CN,Tibet,minor,,
Shuibian,27.608049,115.326365,China,CN,Jiangxi,minor,,
Yanqing,40.46093,115.9715,China,CN,Beijing,minor,,
Yanqi,42.062043,86.56632,China,CN,Xinjiang,minor,,
Tonghe,45.976101,128.742889,China,CN,Heilongjiang,minor,,
Chengjiao Chengguanzhen,34.435833,104.030556,China,CN,Gansu,minor,,
Minquan Chengguanzhen,34.664494,115.13299,China,CN,Henan,minor,,
Sanlei,38.626389,103.088333,China,CN,Gansu,minor,,
Lingbao Chengguanzhen,34.519722,110.864444,China,CN,Henan,minor,,
Shacheng,40.391389,115.511389,China,CN,Hebei,minor,,
Changhongjie,39.137271,117.147475,China,CN,Tianjin,minor,,
Qarqan,38.134071,85.529772,China,CN,Xinjiang,minor,,
Hanfeng,31.16946,108.403105,China,CN,Chongqing,minor,,
Ningyang,35.770149,116.805627,China,CN,Shandong,minor,,
Liupai,25.040001,107.173154,China,CN,Guangxi,minor,,
Xiping,25.597838,103.796125,China,CN,Yunnan,minor,,
Chikan,21.271164,110.359058,China,CN,Guangdong,minor,,
Baoyou,18.749318,109.171716,China,CN,Hainan,minor,,
Longzhou,22.399671,106.789668,China,CN,Guangxi,minor,,
Kunyang,24.667528,102.591898,China,CN,Yunnan,minor,,
Daying,34.721772,111.102945,China,CN,Henan,minor,,
Huaibin Chengguanzhen,32.463973,115.408117,China,CN,Henan,minor,,
Xiaobailou,39.117663,117.205646,China,CN,Tianjin,minor,,
Xincheng,28.01512,102.84233,China,CN,Sichuan,minor,,
Jianshe,34.2175,113.768889,China,CN,Henan,minor,,
Lianzhu,23.408437,101.710284,China,CN,Yunnan,minor,,
Lukou,27.702919,113.152021,China,CN,Hunan,minor,,
Nêdong,29.24301,91.772386,China,CN,Tibet,minor,,
Piqan,42.867499,90.204629,China,CN,Xinjiang,minor,,
Zhonghualu,35.605247,104.59668,China,CN,Gansu,minor,,
Gyaijêpozhanggê,33.85484,95.615408,China,CN,Qinghai,minor,,
Nanhai,21.472505,111.026835,China,CN,Guangdong,minor,,
Yicheng,31.704722,112.256111,China,CN,Hubei,minor,,
Zhongshan Donglu,34.379645,107.146383,China,CN,Shaanxi,minor,,
Pucheng Chengguanzhen,34.956106,109.584061,China,CN,Shaanxi,minor,,
Pubu,31.39625,90.00958,China,CN,Tibet,minor,,
Muxi,28.959645,103.900865,China,CN,Sichuan,minor,,
Chengdong,26.578611,118.738611,China,CN,Fujian,minor,,
Sangri,29.3,92.083333,China,CN,Tibet,minor,,
